"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:512c7BZ7RWBs6YM4vGWshP","Dark Things","spotify:artist:39o1PEHoC5IYfzgYG1Vjx0","WZ","spotify:album:6HcKHsBS5BbFS2oNLjOdQY","FKxF/WZ","1","1","281437","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-10T21:29:20Z"
"spotify:track:3rjKanfMNJlLUrjcoFswU8","Secrets","spotify:artist:5iCCchx08AOJTQOg0IuAUd","DE-TÜ","spotify:album:4PTDtkFLT9hXCx3yCHQHO4","Fruitcake","1","3","317782","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-11T18:41:54Z"
"spotify:track:0GFFfckcQrSCJXSC4czTyJ","Antimatter","spotify:artist:6Z9jFhogCbjbbzlHlE2MIn","Cartridge","spotify:album:60VuNYc1jh2obG5DTxhVKU","Cashmere","1","2","248765","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-12T20:05:43Z"
"spotify:track:6ZU3WfxvGUerx3wlpPA98G","El Molino","spotify:artist:5Xl6j6z5KfnuMocXetMr4f","Lord Jabu","spotify:album:0Zi2YJ8G85J1PLwZw5M1XX","El Molino","1","1","195547","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-12T20:46:29Z"
"spotify:track:62EwtVh1fPNvGprPrXiXuY","Flippy Neck","spotify:artist:43L4OB92W6CB1dlwOA0hXw","Maes","spotify:album:4upSJaKTVBJUVfHSUjtyZz","Tallawah / Stand Up Strong","1","2","334493","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-14T15:05:50Z"
"spotify:track:4n8xlx1Rjoj8PLw2mR0aZy","Culture Dub","spotify:artist:3A91alYABymVComc6Jkwud","Dbl Negative","spotify:album:0pLQOnRZNPDwWr3eaaamdW","Come Correct","1","2","380281","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-14T15:06:49Z"
"spotify:track:30YBZYDH9pjyAvCQJ9JPvV","Hollow Eyes","spotify:artist:1QIsqRCQF41GrHNxjiZYXN, spotify:artist:0960SVH9Gwdvslmp16sBp0","Woven Thorns, Nøsq","spotify:album:6VO5QNttOQ8lQO2LRhQxcr","From Grace","1","2","334225","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-14T15:11:31Z"
"spotify:track:15gVo3rlOvaMPMYWvTIRq1","Camo Sloop","spotify:artist:54CNU3NnQMzbvQtY66jvm4","Datra","spotify:album:545QRvsH1UDDyFCNxj9YHz","Camo Sloop","1","1","337714","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-14T15:12:11Z"
"spotify:track:2awq95U9yQFmQ3sx2Uvnqr","Talion","spotify:artist:7gOBWpAvPnv2y9shomO8GO","Rez","spotify:album:4hKAjsEREj4Subg8rC4Ghb","Talion","1","1","274285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-14T15:12:41Z"
"spotify:track:6ykgqCdwu3hiuwFYhKLfH9","Luna","spotify:artist:3w8EiOMwnAuuWfPmX5kRqb","Teffa","spotify:album:65fhhpnSF7MWdbA3TfLbeG","Toastin","1","2","264733","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-17T21:06:24Z"
"spotify:track:3cO1xxmNB0SfT4G3RIZ14f","Toastin","spotify:artist:3w8EiOMwnAuuWfPmX5kRqb","Teffa","spotify:album:65fhhpnSF7MWdbA3TfLbeG","Toastin","1","1","292567","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-18T10:11:34Z"
"spotify:track:0404or42px9Ma7lfbUZoOh","Trinity Centre","spotify:artist:6SUCBohFaFNbVoXB3MurPA","Hella","spotify:album:0Xy5Bt349KdFjjzwinUC2d","Trinity Centre","1","1","332571","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-18T14:03:57Z"
"spotify:track:1JBQ5bMHcaelT0ED9WDRbL","Guilt Trip","spotify:artist:5zjhAGHyfk64Uw0lV2czni","Nova","spotify:album:3QUAG3PAgliCtHdbLOd5yi","Guilt Trip","1","1","281147","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-18T14:16:48Z"
"spotify:track:3rP2fnzb3l12ZoTDAgwexU","Power","spotify:artist:3xwKCpbc3nMeh9ajAy7DQp","SBK","spotify:album:2BYN9uX8YTrmwZHyLAIX7S","Power","1","1","247853","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T07:28:59Z"
"spotify:track:2PCuzsOYaMalxJuLLFyORr","Skeletons","spotify:artist:50fccMrp2zhFFghqN6JIp8","Ourman","spotify:album:0Rydq4PO71yb6s4Y5MuRYe","Skeletons","1","1","222853","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T07:32:55Z"
"spotify:track:5NL2MA1T6YYmUpTwkybCeG","Blue Moon","spotify:artist:2S2BaxHPPsrCbnQcy1AxAT","q100","spotify:album:6NVtHViAONLgqyvBPTtRgN","Blue Moon","1","1","230706","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T07:46:56Z"
"spotify:track:5B8EVVOiWoiKonDieVt8Cz","Duna - Datra Remix","spotify:artist:06lgTc2uU9933whQmQv6zY, spotify:artist:54CNU3NnQMzbvQtY66jvm4","Cubiqle, Datra","spotify:album:7FQHDH3tb6QM14NfnA6tRV","Duna","1","3","225122","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T07:55:27Z"
"spotify:track:0lXzDeTawhE8uXx9yBlgd0","Sedated","spotify:artist:4nMuaJ4kBLDJCRBizNESI6","Caspa","spotify:album:3mwHoaIlLwQDPbnVoWESE9","Sedated","1","1","172285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T08:19:07Z"
"spotify:track:4buitu4clVac5wB7xsUN6h","Automatic Soul","spotify:artist:1rtJkutyjtQ7yqtqc0aHPd","Lapo","spotify:album:0DgDREOs9hOuNYxIbvTKwB","Automatic Soul","1","1","257171","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T09:12:44Z"
"spotify:track:4HC8Ip6TNBTpt0E84BZ35A","Cure Dem - J:Kenzo Remix","spotify:artist:7oCas0sTR8sRH5lrOed0E8, spotify:artist:2vnlhEYTh2K1O3NZE2ONiz","Saule, J:Kenzo","spotify:album:19u9R2WE3j4BRDHeumLE8j","Cure Dem (J:Kenzo Remix) / Shijima's Revenge","1","1","285285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T09:49:26Z"
"spotify:track:4do3uICm2PRlVvCgeZDz2j","Shijima's Revenge","spotify:artist:2vnlhEYTh2K1O3NZE2ONiz","J:Kenzo","spotify:album:19u9R2WE3j4BRDHeumLE8j","Cure Dem (J:Kenzo Remix) / Shijima's Revenge","1","2","375131","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T09:49:30Z"
"spotify:local:Unkey:Photon%2FDeceived+%28Rockstone+Remix%29:Deceived+%28Rockstone+Remix%29:341","Deceived (Rockstone Remix)","","Unkey","null","Photon/Deceived (Rockstone Remix)","0","0","341000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:13:37Z"
"spotify:local:Deep+State+Audio:Ego+Death+-+The+Creation+of+Dub+EP+%28DSA005%29:Ego+Death+-+The+Creation+of+Dub:209","Ego Death - The Creation of Dub","","Deep State Audio","null","Ego Death - The Creation of Dub EP (DSA005)","0","0","209000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:17:55Z"
"spotify:local:::De-Tu+-+Tried+By+Tu:277","De-Tu - Tried By Tu","","","null","","0","0","277000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:43:53Z"
"spotify:local:::DPRTNDRP+x+DE-TU%CC%88+-+Ambush:302","DPRTNDRP x DE-TÜ - Ambush","","","null","","0","0","302000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:44:01Z"
"spotify:local:::Six+Sunsets+-+Commute:304","Six Sunsets - Commute","","","null","","0","0","304000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:44:13Z"
"spotify:local:::SXXXXXXXK+-+MXXT+GXXXXR:226","SXXXXXXXK - MXXT GXXXXR","","","null","","0","0","226000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:44:24Z"
"spotify:local:::Repulsion+%26+Nova+-+Late+One+Night:272","Repulsion & Nova - Late One Night","","","null","","0","0","272000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T10:52:49Z"
